"","...1","freq","neg","global_id","model","prompt_method","A_clean","Q","R"
"2020",2983,"always",NA,2983,"gpt-3.5-turbo","placeholder",100,"1","Since Greg mentioned specifically that he took his cell phone on board with him, it can be inferred that he always carries his cell phone when flying on a plane."
"2021",2985,"usually",NA,2985,"gpt-3.5-turbo","placeholder",100,"1","Everyone usually carries their cell phone on board with them when flying on a plane, so it is likely that Greg does the same."
"2022",3005,"usually",NA,3005,"gpt-3.5-turbo","placeholder",100,"1","Based on the information given, John went to the grocery store and paid the cashier, indicating that he usually pays the cashier when going shopping."
"2023",3007,"usually",NA,3007,"gpt-3.5-turbo","placeholder",100,"1","Since John paid the cashier on this specific trip to the grocery store, it is likely that he usually pays the cashier when going shopping."
"2024",3025,"usually",NA,3025,"gpt-3.5-turbo","placeholder",100,"1","Sandy usually uses scissors every time she cuts her hair, as mentioned in the context."
"2025",3025,"every time",NA,3025,"gpt-3.5-turbo","placeholder",100,"1","Sandy usually uses scissors every time she cuts her hair, as mentioned in the context."
"2026",3027,"usually",NA,3027,"gpt-3.5-turbo","placeholder",100,"1","The person who knows Sandy would answer 100% because the context states that she usually cuts her hair herself using scissors."
"2027",3033,"usually",NA,3033,"gpt-3.5-turbo","placeholder",100,"1","Sandy usually cuts her own hair, so it is highly likely that she uses scissors every time she does so."
"2028",3033,"every time",NA,3033,"gpt-3.5-turbo","placeholder",100,"1","Sandy usually cuts her own hair, so it is highly likely that she uses scissors every time she does so."
"2029",3035,"usually",NA,3035,"gpt-3.5-turbo","placeholder",100,"1","Since Sandy usually cuts her own hair, it is highly likely that she uses scissors every time she does so."
"2030",3035,"every time",NA,3035,"gpt-3.5-turbo","placeholder",100,"1","Since Sandy usually cuts her own hair, it is highly likely that she uses scissors every time she does so."
"2031",3047,"typically",NA,3047,"gpt-3.5-turbo","placeholder",100,"1","Henry explicitly stated that he looked at the photographs during his visit to the photo exhibit, suggesting that he typically looks at photographs when attending such events."
"2032",3049,"usually",NA,3049,"gpt-3.5-turbo","placeholder",100,"1","Henry explicitly stated that he looked at the photographs during his visit to the photo exhibit, indicating that he usually looks at photographs when going to a photo exhibit."
"2033",3055,"usually",NA,3055,"gpt-3.5-turbo","placeholder",100,"1","It can be assumed that when Henry goes to a photo exhibit, he usually looks at photographs. This is indicated by his statement of going to the new photo exhibit and his enthusiasm in deciding to buy a photograph."
"2034",3057,"usually",NA,3057,"gpt-3.5-turbo","placeholder",100,"1","If the person answering knows Henry well and his interest in art, they could confidently say that Henry usually looks at photographs when going to a photo exhibit."
"2035",3071,"often",NA,3071,"gpt-3.5-turbo","placeholder",100,"1","Mary is a journalist who often goes to restaurants after her interviews, so it is highly likely that she eats at restaurants every time she goes."
"2036",3071,"every time",NA,3071,"gpt-3.5-turbo","placeholder",100,"1","Mary is a journalist who often goes to restaurants after her interviews, so it is highly likely that she eats at restaurants every time she goes."
"2037",3073,"often",NA,3073,"gpt-3.5-turbo","placeholder",90,"1","Based on Mary being a journalist who often goes to restaurants after her interviews, it is highly likely that she eats at restaurants most of the time. However, there may be occasions when she is too busy or not in the mood to eat."
"2038",3077,"often",NA,3077,"gpt-3.5-turbo","placeholder",100,"1","The context states that Mary often goes to restaurants after her interviews, implying that she usually eats at these restaurants."
"2039",3077,"usually",NA,3077,"gpt-3.5-turbo","placeholder",100,"1","The context states that Mary often goes to restaurants after her interviews, implying that she usually eats at these restaurants."
"2040",3091,"always",NA,3091,"gpt-3.5-turbo","placeholder",100,"1","Assuming the person knows Helen well, they would consider it a usual practice for Helen to always lock her car after parking it because she mentioned it in her conversation with Peter."
"2041",3097,"every time",NA,3097,"gpt-3.5-turbo","placeholder",100,"1","It is a common practice for people to lock their cars after parking them for security reasons. Helen's statement implies that she habitually locks her car, indicating that she does it every time she parks."
"2042",3099,"every time",NA,3099,"gpt-3.5-turbo","placeholder",100,"1","It is a common practice for people to lock their cars after parking them for security reasons. Assuming that Helen is a responsible and cautious individual, it is likely that she locks her car every time she parks."
"2043",3113,"often",NA,3113,"gpt-3.5-turbo","placeholder",80,"1","Knowing Gary personally, he usually has specific preferences when it comes to his food, so it is likely that he would often pick the toppings."
"2044",3119,"every time",NA,3119,"gpt-3.5-turbo","placeholder",100,"1","It is common for people to choose their own toppings when ordering pizza, so it is likely that Gary picks the toppings for his pizza every time."
"2045",3135,"always",NA,3135,"gpt-3.5-turbo","placeholder",100,"1","Julia always tries to wash the dishes thoroughly to avoid annoying her roommates, so it can be assumed that she rinses the dishes every time she washes them."
"2046",3135,"every time",NA,3135,"gpt-3.5-turbo","placeholder",100,"1","Julia always tries to wash the dishes thoroughly to avoid annoying her roommates, so it can be assumed that she rinses the dishes every time she washes them."
"2047",3137,"every time",NA,3137,"gpt-3.5-turbo","placeholder",100,"1","Based on the information provided, and assuming that Julia wants to thoroughly clean the dishes to avoid annoying her roommates, it can be inferred that Julia rinses the dishes every time she washes them."
"2048",3143,"always",NA,3143,"gpt-3.5-turbo","placeholder",100,"1","Julia always tries to wash the dishes after eating and she mentioned to Justin that she just did the dishes, implying that she rinses them every time she does them."
"2049",3143,"every time",NA,3143,"gpt-3.5-turbo","placeholder",100,"1","Julia always tries to wash the dishes after eating and she mentioned to Justin that she just did the dishes, implying that she rinses them every time she does them."
"2050",3157,"usually",NA,3157,"gpt-3.5-turbo","placeholder",100,"1","Emma mentioned that she ""checked them out,"" indicating that she usually borrows books from the library when she gets them."
"2051",3165,"usually",NA,3165,"gpt-3.5-turbo","placeholder",100,"1","Emma mentions that she got some books at the library, indicating that she usually checks out books when she goes there."
"2052",3167,"frequently",NA,3167,"gpt-3.5-turbo","placeholder",90,"1","Based on Emma's statement that she just got some books at the library, it implies that she frequently checks out books when she goes there."
"2053",3179,"always",NA,3179,"gpt-3.5-turbo","placeholder",100,"1","Logan states that he used detergent when doing the laundry, implying that he always uses it."
"2054",3201,"usually",NA,3201,"gpt-3.5-turbo","placeholder",100,"1","Based on the given context, Jim threw the can away after feeding the dog. This indicates that he usually throws the can away when feeding the dog. There is no indication or reason to believe otherwise."
"2055",3203,"usually",NA,3203,"gpt-3.5-turbo","placeholder",100,"1","Jim is responsible for feeding the dog and in the given context, he threw the can away after feeding the dog. It can be assumed that he usually throws the can away when feeding the dog."
"2056",3209,"every time",NA,3209,"gpt-3.5-turbo","placeholder",100,"1","Jim is responsible for feeding the dog in the evenings, so it can be assumed that he throws away the empty can every time after he feeds the dog."
"2057",3211,"every time",NA,3211,"gpt-3.5-turbo","placeholder",100,"1","Since Jim is responsible for feeding the dog, it is highly likely that he throws away the empty can every time after he feeds the dog."
"2058",3223,"usually",NA,3223,"gpt-3.5-turbo","placeholder",100,"1","Jane usually buys a ticket every time she takes the subway. This is indicated by Don's statement that she bought a ticket today, implying that it is a common occurrence for her."
"2059",3223,"every time",NA,3223,"gpt-3.5-turbo","placeholder",100,"1","Jane usually buys a ticket every time she takes the subway. This is indicated by Don's statement that she bought a ticket today, implying that it is a common occurrence for her."
"2060",3225,"always",NA,3225,"gpt-3.5-turbo","placeholder",100,"1","Jane always buys a ticket when taking the subway. She is responsible and follows the rules."
"2061",3229,"always",NA,3229,"gpt-3.5-turbo","placeholder",100,"1","Jane takes the subway all the time to get around the city, so it can be assumed that she always buys a ticket to access the train."
"2062",3231,"always",NA,3231,"gpt-3.5-turbo","placeholder",100,"1","Since I know Jane and her habit of taking the subway, I can confidently say that she always buys a ticket before boarding the train."
"2063",3285,"always",NA,3285,"gpt-3.5-turbo","placeholder",100,"1","Lisa goes swimming at a nearby pool after work, and it is reasonable to assume that she always brings her swimsuit when she goes swimming."
"2064",3287,"always",NA,3287,"gpt-3.5-turbo","placeholder",100,"1","It is logical to assume that Lisa always brings her swimsuit when she goes swimming since that is the purpose of going to the pool."
"2065",3293,"always",NA,3293,"gpt-3.5-turbo","placeholder",100,"1","As Lisa likes to go swimming at a nearby pool after work, it can be assumed that she always brings her swimsuit with her since the purpose of going to the pool is to swim."
"2066",3295,"always",NA,3295,"gpt-3.5-turbo","placeholder",100,"1","As Lisa's friend, the person would know that Lisa always brings her swimsuit when going to the pool, as swimming is the main activity there."
"2067",3309,"usually",NA,3309,"gpt-3.5-turbo","placeholder",100,"1","Based on the given context, it is explicitly stated that Brian got off at his stop when Rachel saw him on the train. This suggests that Brian usually gets off at his stop when taking the train."
"2068",3311,"occasionally",NA,3311,"gpt-3.5-turbo","placeholder",90,"1","Based on the context, it is stated that Brian got off at his stop when Rachel saw him on the train. However, there is a possibility that Brian might occasionally miss his stop due to unforeseen circumstances or distractions."
"2069",3333,"usually",NA,3333,"gpt-3.5-turbo","placeholder",100,"1","If Laura usually locks the house when leaving for work, it would be necessary for her to grab her house keys every morning."
"2070",3339,"usually",NA,3339,"gpt-3.5-turbo","placeholder",100,"1","It is very likely that Laura usually grabs her house keys when getting ready for work in the morning as it is common practice for people to bring their keys with them when leaving their house."
"2071",3357,"frequently","yes",3357,"gpt-3.5-turbo","placeholder",25,"1","Based on the information given, Bruce goes to the medical practice every few years. This suggests that he doesn't go frequently for examinations, possibly indicating a lower frequency of around 25% of the time."
"2072",3371,"typically",NA,3371,"gpt-3.5-turbo","placeholder",100,"1","Based on the information given, Jared was in the skydiving course and jumped out of a plane last week. This implies that he typically jumps out of a plane when he goes skydiving."
"2073",3373,"every time",NA,3373,"gpt-3.5-turbo","placeholder",90,"1","Knowing Jared personally and his interest in skydiving, I would say he is quite adventurous and likely jumps out of a plane nearly every time he goes skydiving."
"2074",3379,"often",NA,3379,"gpt-3.5-turbo","placeholder",70,"1","Based on personal knowledge of Jared's skydiving activities, it can be assumed that he goes skydiving fairly often, around 70% of the time."
"2075",3421,"usually",NA,3421,"gpt-3.5-turbo","placeholder",100,"1","Based on the information provided, it is mentioned that Adam usually takes the bus to work, implying that he walks to the bus stop every time he takes the bus in the morning."
"2076",3421,"every time",NA,3421,"gpt-3.5-turbo","placeholder",100,"1","Based on the information provided, it is mentioned that Adam usually takes the bus to work, implying that he walks to the bus stop every time he takes the bus in the morning."
"2077",3439,"often",NA,3439,"gpt-3.5-turbo","placeholder",80,"1","Esther enjoys clothes shopping and often goes along with her friends, indicating that she is likely to try something on most of the time she goes shopping."
"2078",3445,"often",NA,3445,"gpt-3.5-turbo","placeholder",70,"1","Esther enjoys clothes shopping and often goes with her friends, so it is likely that she tries on clothes most of the time to find the perfect fit and style."
"2079",3447,"often",NA,3447,"gpt-3.5-turbo","placeholder",80,"1","Esther enjoys clothes shopping and often goes with friends, so it is likely that she tries something on most of the time to make sure it fits and suits her."
"2080",3461,"always",NA,3461,"gpt-3.5-turbo","placeholder",100,"1","It can be assumed that Nick always boils pasta in water when making it, as it is a fundamental step in the cooking process and the standard method for preparing pasta."
"2081",3463,"always",NA,3463,"gpt-3.5-turbo","placeholder",100,"1","Nick always boils pasta in water when making it, as it is a necessary step in the cooking process."
"2082",3469,"every time",NA,3469,"gpt-3.5-turbo","placeholder",100,"1","It can be assumed that Nick boils pasta in water every time he makes it, as this is a standard cooking method for pasta."
"2083",3471,"every time",NA,3471,"gpt-3.5-turbo","placeholder",100,"1","Boiling pasta in water is a common cooking method, so it can be assumed that Nick boils pasta in water every time he makes it."
"2084",3485,"usually",NA,3485,"gpt-3.5-turbo","placeholder",100,"1","Grace specifically mentioned that she preheated the oven for the cake, indicating that she usually preheats the oven when baking a cake."
"2085",3507,"usually",NA,3507,"gpt-3.5-turbo","placeholder",100,"1","Since Greg mentioned specifically that he took his cell phone on board with him during this recent flight, it can be inferred that he usually carries his cell phone with him every time he flies."
"2086",3507,"every time",NA,3507,"gpt-3.5-turbo","placeholder",100,"1","Since Greg mentioned specifically that he took his cell phone on board with him during this recent flight, it can be inferred that he usually carries his cell phone with him every time he flies."
"2087",3509,"usually",NA,3509,"gpt-3.5-turbo","placeholder",100,"1","Greg mentioned specifically that he took his cell phone on board with him during this recent flight, so it can be assumed that he usually carries his cell phone with him every time he flies."
"2088",3509,"every time",NA,3509,"gpt-3.5-turbo","placeholder",100,"1","Greg mentioned specifically that he took his cell phone on board with him during this recent flight, so it can be assumed that he usually carries his cell phone with him every time he flies."
"2089",3531,"always",NA,3531,"gpt-3.5-turbo","placeholder",100,"1","The person would know if John prefers to pay with cash or card for groceries, and whether he always pays the cashier."
"2090",3537,"every time",NA,3537,"gpt-3.5-turbo","placeholder",100,"1","It is highly likely that John pays the cashier every time he goes shopping as it is customary to do so in order to purchase items."
"2091",3549,"usually",NA,3549,"gpt-3.5-turbo","placeholder",100,"1","Sandy usually cuts her own hair, so it can be assumed that she always uses scissors when cutting her hair."
"2092",3549,"always",NA,3549,"gpt-3.5-turbo","placeholder",100,"1","Sandy usually cuts her own hair, so it can be assumed that she always uses scissors when cutting her hair."
"2093",3551,"always",NA,3551,"gpt-3.5-turbo","placeholder",100,"1","Sandy is known to be cutting her own hair, so it can be assumed that she always uses scissors when cutting her hair."
"2094",3557,"usually",NA,3557,"gpt-3.5-turbo","placeholder",100,"1","Sandy usually cuts her own hair, so it can be assumed that she always uses scissors when cutting her hair."
"2095",3557,"always",NA,3557,"gpt-3.5-turbo","placeholder",100,"1","Sandy usually cuts her own hair, so it can be assumed that she always uses scissors when cutting her hair."
"2096",3559,"usually",NA,3559,"gpt-3.5-turbo","placeholder",100,"1","Sandy usually cuts her own hair, so it can be assumed that she always uses scissors when cutting her hair."
"2097",3559,"always",NA,3559,"gpt-3.5-turbo","placeholder",100,"1","Sandy usually cuts her own hair, so it can be assumed that she always uses scissors when cutting her hair."
"2098",3571,"usually",NA,3571,"gpt-3.5-turbo","placeholder",100,"1","Since Henry specifically mentioned that he ""looked at the photographs"" after going to the photo exhibit, it can be inferred that he usually looks at the photographs when visiting an exhibition."
"2099",3573,"usually",NA,3573,"gpt-3.5-turbo","placeholder",100,"1","Henry specifically mentioned that he ""looked at the photographs"" after going to the photo exhibit, so it can be assumed that he usually looks at photographs when visiting an exhibition."
"2100",3581,"often",NA,3581,"gpt-3.5-turbo","placeholder",80,"1","Since Henry often goes to art exhibitions and decided to buy a photograph on this occasion, it suggests that he has an interest in photographs and would likely look at them most of the time when attending a photo exhibit."
"2101",3595,"often",NA,3595,"gpt-3.5-turbo","placeholder",100,"1","Mary is a journalist who often goes to restaurants, so it can be assumed that she usually eats when she goes to a restaurant."
"2102",3595,"usually",NA,3595,"gpt-3.5-turbo","placeholder",100,"1","Mary is a journalist who often goes to restaurants, so it can be assumed that she usually eats when she goes to a restaurant."
"2103",3597,"often",NA,3597,"gpt-3.5-turbo","placeholder",80,"1","Mary is a journalist who often goes to restaurants, so it is likely that she usually eats there, but there may be occasions where she only goes for interviews without eating."
"2104",3597,"usually",NA,3597,"gpt-3.5-turbo","placeholder",80,"1","Mary is a journalist who often goes to restaurants, so it is likely that she usually eats there, but there may be occasions where she only goes for interviews without eating."
"2105",3603,"usually",NA,3603,"gpt-3.5-turbo","placeholder",100,"1","It can be assumed that Mary usually eats when going to a restaurant since the purpose of going to a restaurant is generally to consume a meal."
"2106",3603,"generally",NA,3603,"gpt-3.5-turbo","placeholder",100,"1","It can be assumed that Mary usually eats when going to a restaurant since the purpose of going to a restaurant is generally to consume a meal."
"2107",3605,"often",NA,3605,"gpt-3.5-turbo","placeholder",100,"1","From the context, it is mentioned that Mary often goes to restaurants after her interviews, which implies that she most likely goes there to eat."
"2108",3619,"always",NA,3619,"gpt-3.5-turbo","placeholder",100,"1","Helen is cautious and responsible, so it is highly likely that she always locks her car after parking it to ensure its safety."
"2109",3622,"usually",NA,3622,"gpt-3.5-turbo","placeholder",100,"1","It is very common for people to lock their cars after parking them for security reasons, so it is highly likely that Helen usually locks her car every time she parks it."
"2110",3622,"every time",NA,3622,"gpt-3.5-turbo","placeholder",100,"1","It is very common for people to lock their cars after parking them for security reasons, so it is highly likely that Helen usually locks her car every time she parks it."
"2111",3624,"always",NA,3624,"gpt-3.5-turbo","placeholder",100,"1","Knowing that it is a common practice for people to lock their cars after parking them, it can be safely assumed that Helen, like any responsible car owner, always locks her car."
"2112",3636,"always",NA,3636,"gpt-3.5-turbo","placeholder",100,"1","Gary's statement indicates that he always picks the toppings when ordering pizza."
"2113",3638,"always",NA,3638,"gpt-3.5-turbo","placeholder",100,"1","Based on his statement, it can be inferred that Gary always picks the toppings when ordering pizza."
"2114",3644,"usually",NA,3644,"gpt-3.5-turbo","placeholder",100,"1","Based on the context, Gary ordered pizza and mentioned that he used a gift certificate. Since the toppings are not mentioned, it can be assumed that he usually picks the toppings when ordering pizza."
"2115",3646,"usually",NA,3646,"gpt-3.5-turbo","placeholder",90,"1","Based on my knowledge of Gary, he enjoys having control over his food choices, so it is likely that he usually picks the toppings when ordering pizza. However, there might be instances where he lets someone else decide the toppings."
"2116",3660,"always",NA,3660,"gpt-3.5-turbo","placeholder",100,"1","Julia's statement suggests that she always rinses the dishes when she does them."
"2117",3662,"always",NA,3662,"gpt-3.5-turbo","placeholder",100,"1","Julia's statement suggests that she always rinses the dishes when she does them."
"2118",3668,"always",NA,3668,"gpt-3.5-turbo","placeholder",100,"1","Julia always tries to wash the dishes after eating, so it can be assumed that she rinses them every time she does them to ensure cleanliness."
"2119",3668,"every time",NA,3668,"gpt-3.5-turbo","placeholder",100,"1","Julia always tries to wash the dishes after eating, so it can be assumed that she rinses them every time she does them to ensure cleanliness."
"2120",3680,"often","yes",3680,"gpt-3.5-turbo","placeholder",100,"1","Since Emma doesn't have much spare cash to spend and she often borrows books from the library, it can be assumed that she always checks out books when she goes to the library."
"2121",3680,"always","yes",3680,"gpt-3.5-turbo","placeholder",100,"1","Since Emma doesn't have much spare cash to spend and she often borrows books from the library, it can be assumed that she always checks out books when she goes to the library."
"2122",3682,"often","yes",3682,"gpt-3.5-turbo","placeholder",100,"1","Emma doesn't have much spare cash to spend and often borrows books from the library. Therefore, it would be reasonable to assume that she always checks out books when she goes to the library."
"2123",3682,"always","yes",3682,"gpt-3.5-turbo","placeholder",100,"1","Emma doesn't have much spare cash to spend and often borrows books from the library. Therefore, it would be reasonable to assume that she always checks out books when she goes to the library."
"2124",3686,"often","yes",3686,"gpt-3.5-turbo","placeholder",100,"1","Since Emma often borrows books from the library when she doesn't have much spare cash, it can be assumed that she checks out books every time she goes to the library, as stated in the context."
"2125",3686,"every time","yes",3686,"gpt-3.5-turbo","placeholder",100,"1","Since Emma often borrows books from the library when she doesn't have much spare cash, it can be assumed that she checks out books every time she goes to the library, as stated in the context."
"2126",3700,"always",NA,3700,"gpt-3.5-turbo","placeholder",100,"1","Logan's statement implies that he always uses detergent when doing laundry. It is common practice to use detergent every time you do laundry in order to effectively clean clothes."
"2127",3700,"every time",NA,3700,"gpt-3.5-turbo","placeholder",100,"1","Logan's statement implies that he always uses detergent when doing laundry. It is common practice to use detergent every time you do laundry in order to effectively clean clothes."
"2128",3702,"always",NA,3702,"gpt-3.5-turbo","placeholder",100,"1","Knowing Logan, he is likely to always use detergent when doing his laundry. It is a common practice to use detergent to clean clothes properly."
"2129",3706,"every time",NA,3706,"gpt-3.5-turbo","placeholder",100,"1","Logan has recently started doing his own laundry after moving out, so it is reasonable to assume that he would use detergent every time he does his laundry."
"2130",3708,"every time",NA,3708,"gpt-3.5-turbo","placeholder",100,"1","Logan is responsible for his own laundry now, so it is highly likely that he would use detergent every time he does his laundry."
"2131",3722,"usually",NA,3722,"gpt-3.5-turbo","placeholder",100,"1","Based on the context, it is stated that Jim threw the can away after feeding the dog. Therefore, it can be inferred that Jim usually throws the can away after feeding the dog."
"2132",3724,"usually",NA,3724,"gpt-3.5-turbo","placeholder",100,"1","Jim's roommate Lucy witnessed him throwing the can away after feeding the dog, indicating that he usually throws the can away when feeding the dog."
"2133",3730,"usually",NA,3730,"gpt-3.5-turbo","placeholder",100,"1","Jim usually throws the can away every time after he feeds the dog because it is a common practice to dispose of empty cans after use."
"2134",3730,"every time",NA,3730,"gpt-3.5-turbo","placeholder",100,"1","Jim usually throws the can away every time after he feeds the dog because it is a common practice to dispose of empty cans after use."
"2135",3732,"usually",NA,3732,"gpt-3.5-turbo","placeholder",100,"1","Jim usually throws the can away every time after he feeds the dog because it is a responsible behavior to clean up after feeding the dog."
"2136",3732,"every time",NA,3732,"gpt-3.5-turbo","placeholder",100,"1","Jim usually throws the can away every time after he feeds the dog because it is a responsible behavior to clean up after feeding the dog."
"2137",3746,"usually",NA,3746,"gpt-3.5-turbo","placeholder",100,"1","Since Jane took the train with Don and Don specifically mentioned that she bought a subway ticket, it can be inferred that Jane usually buys a ticket when taking the subway."
"2138",3750,"every time",NA,3750,"gpt-3.5-turbo","placeholder",100,"1","Since Jane takes the subway all the time to get around the city, it can be assumed that she buys a ticket every time she uses the subway."
"2139",3752,"every time",NA,3752,"gpt-3.5-turbo","placeholder",100,"1","I know Jane well, and she is very responsible, so I am confident that she buys a ticket every time she takes the subway."
"2140",3764,"every time",NA,3764,"gpt-3.5-turbo","placeholder",100,"1","Olivia pays a lot of attention to her hair and discusses it with her roommate. It can be assumed that she uses shampoo every time she washes her hair."
"2141",3766,"every time",NA,3766,"gpt-3.5-turbo","placeholder",100,"1","Olivia pays a lot of attention to her hair and mentions using shampoo. Based on personal knowledge of Olivia, it is highly likely that she uses shampoo every time she washes her hair."
"2142",3770,"frequently",NA,3770,"gpt-3.5-turbo","placeholder",100,"1","Based on the information provided, Olivia pays a lot of attention to her hair and talks about it frequently. It is safe to assume that she uses shampoo every time she washes her hair."
"2143",3770,"every time",NA,3770,"gpt-3.5-turbo","placeholder",100,"1","Based on the information provided, Olivia pays a lot of attention to her hair and talks about it frequently. It is safe to assume that she uses shampoo every time she washes her hair."
"2144",3786,"always",NA,3786,"gpt-3.5-turbo","placeholder",100,"1","Since Rick always goes to the local gas station to fuel up, it is safe to assume that he would always close the fuel cap after fueling up as a common practice to ensure the safety and proper functioning of his vehicle."
"2145",3786,"always",NA,3786,"gpt-3.5-turbo","placeholder",100,"1","Since Rick always goes to the local gas station to fuel up, it is safe to assume that he would always close the fuel cap after fueling up as a common practice to ensure the safety and proper functioning of his vehicle."
"2146",3788,"always",NA,3788,"gpt-3.5-turbo","placeholder",100,"1","Since Rick always prioritizes the safety and proper functioning of his vehicle, he would always close the fuel cap after fueling up."
"2147",3788,"always",NA,3788,"gpt-3.5-turbo","placeholder",100,"1","Since Rick always prioritizes the safety and proper functioning of his vehicle, he would always close the fuel cap after fueling up."
"2148",3810,"usually",NA,3810,"gpt-3.5-turbo","placeholder",100,"1","Lisa usually brings her swimsuit when she goes swimming because she was at the pool with her swimsuit on as mentioned by Harvey."
"2149",3814,"always",NA,3814,"gpt-3.5-turbo","placeholder",100,"1","Since Lisa goes swimming at the pool regularly, it can be assumed that she always brings her swimsuit with her."
"2150",3816,"always",NA,3816,"gpt-3.5-turbo","placeholder",100,"1","Assuming the person knows Lisa well, they would know that if she goes swimming, she always brings her swimsuit."
"2151",3830,"usually",NA,3830,"gpt-3.5-turbo","placeholder",100,"1","Based on the given context, Brian was seen getting off at his stop by Rachel. This suggests that Brian usually gets off at his stop when taking the train."
"2152",3832,"usually",NA,3832,"gpt-3.5-turbo","placeholder",100,"1","I saw Brian getting off at his stop when we ran into each other on the train, so I can say with certainty that he usually gets off at his stop."
"2153",3838,"usually",NA,3838,"gpt-3.5-turbo","placeholder",90,"1","Based on the information provided, it is mentioned that Brian and Rachel chatted until Brian got off the train. This suggests that Brian usually gets off at his stop."
"2154",3854,"every time",NA,3854,"gpt-3.5-turbo","placeholder",100,"1","Since Laura mentioned grabbing her house keys before leaving for work, it can be assumed that she grabs them every time she leaves the house for work, which is likely to be every morning."
"2155",3866,"always",NA,3866,"gpt-3.5-turbo","placeholder",100,"1","I know Laura well and she always takes her house keys when leaving for work because she needs them to lock the door and unlock it when she returns."
"2156",3880,"always",NA,3880,"gpt-3.5-turbo","placeholder",100,"1","It can be inferred that Bruce always gets examined by the doctor when he goes to the medical practice based on the statement that he got examined by the doctor yesterday."
"2157",3888,"occasionally",NA,3888,"gpt-3.5-turbo","placeholder",20,"1","The person may assume that Bruce gets examined occasionally during his visits, but not on a regular basis since the context mentions that he goes every few years."
"2158",3902,"every time",NA,3902,"gpt-3.5-turbo","placeholder",100,"1","Since Jared is taking skydiving courses and spent the day at the skydiving center, it is reasonable to assume that he jumps out of a plane every time he goes skydiving."
"2159",3910,"never",NA,3910,"gpt-3.5-turbo","placeholder",80,"1","Since I know Jared personally, I know that he is quite passionate about skydiving and loves the adrenaline rush it provides. He goes skydiving whenever he has free time."
"2160",3924,"usually",NA,3924,"gpt-3.5-turbo","placeholder",90,"1","Amy enjoys writing letters to people she is close to, especially around holidays. Given that she wrote a letter to her cousin Michelle just two days ago and mailed it, it suggests that Amy usually mails a letter after writing it, with a fairly high frequency."
"2161",3926,"usually",NA,3926,"gpt-3.5-turbo","placeholder",80,"1","Amy enjoys writing letters to people she is close to, especially around holidays. Given that she wrote a letter to her cousin Michelle just two days ago and mentioned it to her brother Steve, it suggests that Amy usually mails a letter after writing it, possibly with a slightly lower frequency as sometimes she may choose to hand-deliver it instead."
"2162",3926,"sometimes",NA,3926,"gpt-3.5-turbo","placeholder",80,"1","Amy enjoys writing letters to people she is close to, especially around holidays. Given that she wrote a letter to her cousin Michelle just two days ago and mentioned it to her brother Steve, it suggests that Amy usually mails a letter after writing it, possibly with a slightly lower frequency as sometimes she may choose to hand-deliver it instead."
"2163",3932,"frequently",NA,3932,"gpt-3.5-turbo","placeholder",80,"1","Amy enjoys writing letters to people she is close to, especially around holidays. Given that she recently wrote a letter to her cousin Michelle, it suggests that she frequently mails the letters she writes."
"2164",3934,"usually",NA,3934,"gpt-3.5-turbo","placeholder",70,"1","Considering Amy enjoys writing letters to people she is close to, it is likely that she usually mails the letters she writes, especially around holidays."
"2165",3952,"usually",NA,3952,"gpt-3.5-turbo","placeholder",75,"1","Since Adam usually takes the bus to work and the bus stop is a few blocks from his house, it is likely that he usually walks to the bus stop when taking the bus in the morning. However, there may be occasions when he uses other means of transportation or someone gives him a ride."
"2166",3952,"usually",NA,3952,"gpt-3.5-turbo","placeholder",75,"1","Since Adam usually takes the bus to work and the bus stop is a few blocks from his house, it is likely that he usually walks to the bus stop when taking the bus in the morning. However, there may be occasions when he uses other means of transportation or someone gives him a ride."
"2167",3954,"usually",NA,3954,"gpt-3.5-turbo","placeholder",90,"1","Adam usually takes the bus to work and the bus stop is a few blocks from his house, so it is very likely that he usually walks to the bus stop when taking the bus in the morning. Occasionally, he may choose another transportation method or someone might give him a ride."
"2168",3954,"usually",NA,3954,"gpt-3.5-turbo","placeholder",90,"1","Adam usually takes the bus to work and the bus stop is a few blocks from his house, so it is very likely that he usually walks to the bus stop when taking the bus in the morning. Occasionally, he may choose another transportation method or someone might give him a ride."
"2169",3968,"often",NA,3968,"gpt-3.5-turbo","placeholder",70,"1","Since Esther enjoys clothes shopping and often goes with her friends, it is likely that she tries something on the majority of the time to gauge how it looks and fits before buying."
"2170",3988,"always",NA,3988,"gpt-3.5-turbo","placeholder",100,"1","The statement ""I boiled it in water"" implies that Nick always boils pasta in water when making it. This is a common and standard way of cooking pasta."
"2171",3990,"always",NA,3990,"gpt-3.5-turbo","placeholder",100,"1","Based on the statement ""I boiled it in water,"" it can be inferred that Nick always boils pasta in water when making it. Boiling pasta in water is a common and standard method of cooking pasta."
"2172",3992,"always",NA,3992,"gpt-3.5-turbo","placeholder",100,"1","Nick always boils pasta in water when making it. It is a common and standard way of cooking pasta."
"2173",3998,"always",NA,3998,"gpt-3.5-turbo","placeholder",100,"1","Since Nick mentioned that he made pasta for the meal, it can be inferred that he always boils pasta in water when making it."
"2174",4000,"always",NA,4000,"gpt-3.5-turbo","placeholder",100,"1","Nick mentioned that he made pasta for the meal, so it can be assumed that he always boils pasta in water when making it."
